	alpha	beta	chi	delta	eta	gamma	kappa	lambda	mu	nu	omega	phi	rho	theta
90701-01-24-01	0.00143575999291	0.0150041228169	1.40229743128e-13	1.1535016242e-08	0.00183481666893	4.3923346196e-05	0.00017993658889	1.39731122474e-05	0.00214835817069	2.21671113604e-09	3.74721782302e-11	1.23605632381e-09	0.97933815428	9.39998260512e-07
90701-01-24-01	0.00170940893128	0.0172139692832	2.43380257383e-13	1.2447441292e-08	0.00269267072934	4.25964058305e-05	0.000143503237793	1.06856662815e-05	0.00142888170757	2.79962081517e-09	3.91385364645e-11	1.51890978289e-09	0.976756736411	1.53082256252e-06
90701-01-24-01	0.00145920646648	0.00945503569598	3.22391366131e-13	1.19688913935e-08	0.00323587369319	5.13224810202e-05	0.00015040710816	8.40059034252e-06	0.00150535904208	2.4286554607e-09	7.21070652217e-11	1.73383298547e-09	0.984131649842	2.72887711827e-06
90701-01-24-01	0.00132116370944	0.0097886136479	2.45658407603e-13	1.37744023516e-08	0.00268697983032	4.01886896333e-05	0.000148517432479	8.65737258055e-06	0.00117245588973	1.88301295255e-09	7.18067602984e-11	1.60474581826e-09	0.984831664394	1.74169932019e-06
90701-01-24-01	0.00114683968428	0.0132895714439	2.6557606365e-13	1.49594480422e-08	0.00338622094023	4.24353509256e-05	0.000177993948742	7.28425045939e-06	0.00145292700823	2.17771483315e-09	7.02069449156e-11	1.55952830896e-09	0.980494381282	2.32732383344e-06
90701-01-24-01	0.000714084115961	0.0144806566548	2.20531163641e-13	1.28496759712e-08	0.00392336831512	4.16187278859e-05	0.000184310909391	4.33118647446e-06	0.00206674667226	2.11290437003e-09	4.32552155283e-11	1.17010676277e-09	0.978582776798	2.0904436631e-06
90105-08-01-00	5.56452370658e-09	1.70943423735e-06	3.13138988586e-12	0.988071533643	1.90717646629e-11	0.000231942389097	6.58721209264e-08	0.0116837519124	3.02417872742e-06	1.10786481439e-14	7.94972949427e-06	1.72436956575e-08	9.81249634776e-12	1.06780369776e-12
90105-08-01-00	2.0291222906e-08	1.86858834383e-05	3.94813397172e-11	0.959670917485	1.00492886242e-10	0.00106718807825	1.22771731456e-07	0.039206732557	1.5802704171e-05	8.35981719183e-14	2.04842291036e-05	4.58204792731e-08	2.27276961235e-11	1.72271793779e-11
90105-08-01-00	1.7750528708e-07	0.000338740253154	1.79483786222e-10	0.947155606666	2.78443168478e-09	0.00198228595375	3.68993314682e-07	0.0504520953772	5.23182542811e-05	1.15883283783e-12	1.82954628549e-05	1.06651364269e-07	1.39761109035e-09	5.20460603234e-10
90105-08-01-00	1.15830902719e-06	0.000870912027163	2.10555140914e-10	0.918023819809	1.05913631488e-08	0.00185255440529	4.11305073556e-07	0.0791990389195	4.55045944042e-05	5.29418637154e-12	6.39727748889e-06	1.77497771556e-07	1.36140394273e-08	1.43381741397e-09
90105-08-01-00	2.11794184345e-07	6.59895175966e-05	4.57881998662e-11	0.949947220086	9.35407368196e-10	0.000718967943393	2.12993697354e-07	0.0492476070687	9.47623149028e-06	4.69422199056e-13	1.02210740611e-05	9.1525122109e-08	6.74035196016e-10	1.09852275781e-10
90105-08-01-00	4.60423104294e-07	0.000339848888373	9.22800637371e-11	0.965411333007	7.43144730854e-09	0.00104313074562	6.05935487674e-07	0.0331739687649	2.27983189662e-05	1.86772636887e-12	7.70465745439e-06	1.37404996596e-07	3.7121040873e-09	6.16303467695e-10
90105-08-01-00	1.05387339518e-07	3.80838387034e-05	5.8744491634e-11	0.925918250047	3.1106057597e-10	0.00103881533556	2.18386978424e-07	0.0729805608284	9.77404901623e-06	2.69702518369e-13	1.40916293361e-05	1.00046640614e-07	3.4373499783e-11	4.66758370271e-11
90105-08-01-00	1.19842840972e-07	0.000283188821609	3.05408105779e-10	0.969246054912	4.12580556345e-09	0.00296960757556	6.74586895951e-07	0.0274086374955	6.61827604783e-05	1.13739054171e-12	2.53840339985e-05	1.44554449566e-07	3.97283326502e-10	5.8717563601e-10
90105-08-01-00	3.23982834148e-07	0.00267507694524	1.08977523049e-09	0.954329195481	2.84229394748e-08	0.00618025449033	1.27274123328e-06	0.0365334486889	0.00025866118584	6.80558616837e-12	2.150757941e-05	2.21066348904e-07	3.11544871343e-09	5.20402587967e-09
40116-01-05-00	0.00233338264918	0.0667615105073	1.86929033617e-07	3.61583761692e-06	0.00213962781247	1.18461717824e-05	2.41407722231e-05	2.90680966138e-05	4.04939187179e-09	4.36963331655e-09	0.000250493828676	1.25323960303e-06	1.18899843933e-08	0.928444853846
40116-01-05-00	0.000391621902227	0.184249593933	2.29299287748e-10	6.86226670146e-08	0.004241786767	8.82140458241e-07	4.44399527537e-05	2.2778122433e-06	5.05531627806e-08	9.94215775948e-10	4.79562366162e-06	8.08102376738e-09	5.05554814005e-05	0.811013917906
40116-01-05-00	0.000341335179049	0.553231592058	4.2109244611e-10	3.01404746166e-08	0.00703040974909	4.17475457215e-07	9.80893718301e-06	3.18403061107e-07	3.93647512575e-08	8.78986860778e-09	6.97986999338e-08	6.87980250354e-09	2.21591129963e-05	0.43936380369
40116-01-05-00	0.000298472706969	0.354142054269	7.05142817052e-10	3.752630122e-08	0.00699148809203	5.09782399323e-07	6.81960087128e-06	2.62239592566e-07	2.90198926456e-08	6.48710632807e-09	1.36110320383e-07	7.60263510768e-09	2.21058094176e-05	0.638538070049
40116-01-05-00	5.13479168295e-05	0.266850507922	9.89295395145e-11	5.08549005098e-09	0.00388797693493	1.47107553327e-07	5.47423616312e-06	6.39943370501e-08	2.60880793471e-08	1.51309346342e-09	5.99449130264e-08	9.29892067446e-10	1.6818181912e-05	0.729187570046
40116-01-05-00	0.000621838831869	0.279514083525	1.31762729531e-08	2.85730386849e-07	0.00181088263826	7.40036322119e-07	1.68434874571e-06	9.63148020955e-07	2.11361465023e-09	1.12761820252e-08	5.86330639961e-07	5.36792965433e-08	1.46334505457e-07	0.718048708831
40116-01-05-00	0.000268524049226	0.0496700431621	5.80749130391e-08	3.86172521668e-06	0.000374200132446	7.0496120696e-06	6.68391526956e-06	8.06060839203e-06	5.53729380956e-09	1.57319892734e-09	0.000213375184304	2.08195497985e-07	1.38062821388e-08	0.949447914424
40116-01-05-00	7.58310413056e-05	0.250226916575	8.88547491468e-10	3.11963826828e-07	0.000493757990307	1.90985305655e-06	6.29245598329e-05	4.76002217034e-06	3.98072316529e-08	5.18185221691e-10	4.33801719386e-05	1.31013422825e-08	9.04919257559e-08	0.749090063015
40116-01-05-00	0.000361750084631	0.414093197401	6.94115945726e-09	1.66596744117e-07	0.000819793304473	1.30024917376e-06	3.08461026639e-06	1.87668605643e-06	9.93354766933e-09	8.06733306527e-09	8.53324417693e-07	2.74457292512e-08	1.17877790729e-07	0.584717807478
30703-01-37-00	0.000158912424483	1.73319883839e-06	3.0301893541e-11	3.27703430482e-11	0.0662835086693	4.33125509485e-08	6.34839034861e-11	1.32567545382e-12	4.78220921451e-10	7.9111720352e-10	1.24882719911e-15	2.28666456728e-10	0.933553386733	2.4140360316e-06
30703-01-37-00	0.0324625766669	2.01377048762e-05	6.77428448473e-09	1.47896880416e-08	0.407474976233	6.88677560984e-06	3.4340899827e-09	1.32008468083e-09	4.7592951705e-09	2.35896049552e-08	8.89869725633e-13	9.90661773128e-08	0.560008304309	2.69645764844e-05
30703-01-37-00	0.944516156613	4.81764443279e-06	6.36194709059e-07	2.38296622494e-05	0.0545266656324	0.000735963895652	1.12708752788e-07	2.30323353022e-06	3.48636248704e-09	2.99517987605e-08	2.23525481242e-09	6.43095351251e-05	0.000119931886522	5.23731995402e-06
30703-01-37-00	0.0309257614162	1.44250822998e-05	1.51426579505e-09	1.97629942587e-09	0.157782534256	1.24785126649e-06	4.44379699116e-10	6.40328356548e-10	1.15889114533e-09	2.06844095187e-08	4.32177579109e-14	2.23833929851e-08	0.811265603479	1.03791131759e-05
30703-01-37-00	0.00101795559164	2.58193117988e-06	5.6704807517e-11	1.58268461163e-11	0.0417953472284	1.57968649913e-08	7.96529761924e-12	3.23675772618e-12	4.15908365162e-11	2.00917417872e-09	3.79278256139e-16	2.63191933422e-10	0.957179208951	4.88810312455e-06
30703-01-37-00	0.000208194209213	1.41998390322e-06	1.26813727091e-11	6.12149520702e-12	0.0195274194393	1.01424369774e-08	6.61188146646e-12	1.05237859983e-12	8.57844556067e-11	7.70537364215e-10	1.53053378299e-16	6.54246372282e-11	0.980260906216	2.04906136554e-06
30703-01-37-00	0.000307878570012	1.76033243036e-06	1.11204670244e-11	9.67365218573e-12	0.0127769147347	1.64379539498e-08	1.02555561006e-11	2.77964087769e-12	1.55901204871e-10	9.03584755527e-10	2.38472889408e-16	8.19160500447e-11	0.986911790313	1.63843662319e-06
30703-01-37-00	0.0809112210732	5.15876219795e-05	7.97805705815e-09	2.92885249931e-08	0.253395791758	1.32277783338e-05	3.93153452087e-09	6.60504097466e-09	9.85308341589e-09	5.31187683751e-08	9.37562443703e-13	1.37123787823e-07	0.665596258047	3.16658224619e-05
50703-01-19-00	6.29379105131e-07	0.998295899118	1.12573126517e-08	4.79104496424e-07	2.11278568645e-07	1.28730531674e-06	7.37382772356e-10	3.16971977494e-06	1.61969965618e-09	4.94288977435e-10	6.00963848663e-10	4.60623552608e-10	5.43214097395e-14	0.0016983089241
50703-01-19-00	1.00853916986e-05	0.987887913373	6.28376922568e-08	6.90892846353e-09	7.84132700403e-05	6.63321914633e-08	2.39040177723e-11	2.58091407013e-09	2.50584654871e-11	2.85815866942e-08	1.71077252866e-13	5.00048311856e-10	1.34377300902e-11	0.0120234201612
50703-01-19-00	0.00944392631951	0.0914173046385	0.0560006225541	0.000180284442805	0.00874727805985	0.0142626827135	1.88776441144e-07	8.18796401195e-06	4.79810801771e-09	7.40568469866e-07	1.04379836342e-05	0.000249180193366	2.50574838441e-13	0.819679160987
50703-01-19-00	0.0731643272132	0.205922460843	0.00206647981306	0.000869813081818	0.0011694270304	0.00853043307973	1.41128453593e-07	0.00114196678653	1.18430410109e-08	4.77172548297e-07	3.39679798439e-05	0.000107403447678	1.23049563126e-10	0.706993090458
30703-01-13-00	0.000607487118147	1.81250803294e-12	0.000115626674922	0.382011528289	0.000971301230415	0.600876026377	1.41511290054e-08	9.00214638107e-07	3.0956198128e-09	4.16171924462e-12	4.15535516956e-07	0.0154166972118	8.79919091748e-11	7.92588331914e-12
30703-01-13-00	0.00079734510996	3.55301782342e-12	0.000112273864762	0.403405083932	0.00113476441986	0.579657672435	1.60155244149e-08	1.31110662403e-06	3.52105026466e-09	5.79067378696e-12	3.69294985182e-07	0.0148911601653	1.13666335283e-10	1.20302240142e-11
30703-01-13-00	0.00041652997207	2.83480074649e-12	5.59150861972e-05	0.480898604072	0.0011665995629	0.506560186864	2.54803333772e-08	7.18974052688e-07	5.02931181061e-09	3.55973915538e-12	3.96679228225e-07	0.0109010180905	1.75357887419e-10	7.32715493143e-12
30703-01-13-00	0.000694920932168	2.9819712466e-12	0.000119900484721	0.346772160504	0.00235669141018	0.635331994158	1.84661021128e-08	5.51482189965e-07	5.169199969e-09	6.4943309683e-12	2.93272465325e-07	0.0147234637226	3.7648843111e-10	1.25660437941e-11
60701-01-32-00	1.60562863787e-05	0.0121603845275	2.49511211594e-09	7.90113716701e-07	5.11765970604e-05	2.69875431452e-05	2.51614735013e-06	1.23485901269e-05	5.855761331e-08	1.54689663603e-11	0.000413522531053	2.94027311862e-09	8.23314865809e-08	0.987316071324
60701-01-32-00	8.39179902049e-06	0.0134492194332	2.61837627826e-10	4.90723620151e-08	3.86998965777e-05	2.70354653594e-06	4.18438901908e-07	2.07136834575e-06	2.02371528628e-08	1.24673581422e-11	1.44515728328e-05	2.82356474693e-10	5.00588686993e-07	0.98648347349
60701-01-32-00	1.91383961004e-05	0.0242581794382	2.00866792639e-11	3.96251072366e-10	0.000360818411836	4.94019322603e-08	1.40904870704e-08	3.04417269151e-08	1.84469601745e-09	6.42897522434e-11	4.82763154323e-09	1.86157462167e-11	0.00017487994359	0.975186882705
93701-01-44-00	0.0198742083344	1.03161212533e-05	0.858608955177	0.000348127525958	0.0796555001603	0.0251829944765	1.10949924216e-08	1.9300684707e-06	4.77857593248e-11	7.89226757282e-08	1.8256031087e-07	0.0157298154499	1.07651250555e-15	0.000587880060663
93701-01-44-00	0.00285661289373	1.37208251857e-06	0.893134221414	0.000325155200268	0.0658880547395	0.0188060983308	1.33510742444e-08	1.77707219648e-07	2.13241358455e-11	2.79758018877e-08	8.39932520264e-08	0.0188978696326	2.01828421229e-17	9.0312657528e-05
93701-01-44-00	0.0017878142529	1.55399625929e-06	0.922063017394	0.000189966362135	0.0519010547146	0.0112633678562	6.63653539285e-09	7.32174066428e-08	1.14152434171e-11	3.33692700192e-08	2.40247001785e-08	0.0127172553065	5.52551473485e-18	7.58328580868e-05
93701-01-44-00	0.00216747620189	1.28558067747e-06	0.955631204112	8.43374722147e-05	0.0284340323177	0.00482307967279	2.32369524709e-09	6.12102743632e-08	2.58834801635e-12	2.91704644462e-08	2.12504754466e-08	0.00873018296985	3.02163489568e-18	0.000128287714876
60701-01-23-00	0.01220258584	7.77736682183e-09	0.968917503951	1.27539865168e-09	2.35032314043e-06	2.26433487731e-05	4.12185732295e-14	1.32974208549e-08	4.06445781272e-16	1.43981057802e-08	7.81841073536e-08	6.80777517864e-05	1.69942839036e-18	0.0187867238533
60701-01-23-00	0.00308591706323	5.65286780775e-09	0.981033266383	4.96126889434e-10	1.82386098034e-06	1.82158059132e-05	2.79987209151e-14	4.19934399861e-09	4.9440503949e-16	8.00476987834e-09	5.51760644656e-08	3.34544183225e-05	5.65882585854e-19	0.015827248939
60701-01-23-00	0.0039977194845	6.10281149085e-09	0.977087792287	5.57480646473e-10	1.92837469008e-06	1.67252368031e-05	2.66593402244e-14	5.0465812323e-09	4.06174400804e-16	8.81697729636e-09	5.86724875461e-08	3.62361658194e-05	7.40933427471e-19	0.0188595192552
60701-01-23-00	0.00597428058847	5.1765503553e-09	0.978516502633	7.76765202777e-10	1.48783883606e-06	1.80789471211e-05	2.81538830237e-14	9.41331512078e-09	3.24479729216e-16	8.07396406963e-09	9.23541213013e-08	4.79145911738e-05	7.38011557131e-19	0.0154416196071
60701-01-23-00	0.00469240760998	3.16742739846e-09	0.982621966523	4.93272503244e-10	8.88823976429e-07	1.32184080076e-05	1.5579978335e-14	8.40211191702e-09	1.70814446182e-16	5.5951834795e-09	8.0242304704e-08	3.89504250889e-05	2.92103080404e-19	0.0126324703095
60701-01-23-00	0.00830093635519	3.59989517042e-09	0.981887237992	6.06161190317e-10	8.42291876279e-07	1.40871379236e-05	1.32396938617e-14	1.24723697156e-08	1.51988711645e-16	8.30023475262e-09	4.84960556677e-08	4.80545132701e-05	3.4158426864e-19	0.00974876823493
60701-01-23-00	0.00747777393701	5.71312739409e-09	0.983938015142	9.37008777355e-10	1.18441283327e-06	1.48674979052e-05	1.68322265095e-14	9.62213126745e-09	1.83976533457e-16	1.1691229491e-08	2.6401953467e-08	5.29654913311e-05	2.63219492455e-19	0.00851513915356
60701-01-23-00	0.012201858493	1.15591851215e-08	0.975632614851	1.15778859897e-09	2.22064226789e-06	1.69988801655e-05	2.62567275804e-14	1.01878988467e-08	2.82977412356e-16	2.3089220414e-08	1.8244909699e-08	6.31463164444e-05	6.35257796402e-19	0.0120830965784
60701-01-23-00	0.00963056404537	5.13461060845e-09	0.983719178484	4.92411970967e-10	8.26209825384e-07	1.14069565682e-05	7.76174258112e-15	7.84890245984e-09	1.10295876345e-16	1.4510261557e-08	1.05285389024e-08	4.14362518019e-05	2.05073720664e-19	0.0065965495376
20186-03-01-02	4.63902288567e-06	0.00895827106513	3.00672348429e-16	8.78615719832e-06	3.300924991e-09	5.98492056148e-06	0.27434707126	0.711508348684	0.0050601740585	2.20680284092e-12	0.000106483488479	3.27974302623e-09	2.33514043885e-07	1.24595433698e-09
20186-03-01-02	5.75536032734e-07	0.00153672310294	4.24151113841e-17	1.49107260784e-06	5.906472812e-09	2.38227306334e-06	0.951495513297	0.0395469987387	0.00721482751019	2.84308837485e-13	0.000200750313478	8.02417858019e-10	7.30611732796e-07	8.35431952158e-10
20186-03-01-02	3.48547864915e-06	0.0235524319698	7.94393345531e-17	6.83579207901e-07	1.14399826283e-07	2.83019233179e-06	0.92941769967	0.0265367815755	0.0204311218789	4.10173136566e-12	1.63030019834e-05	6.83293195101e-10	3.8531834737e-05	1.57317906144e-08
20186-03-01-02	3.93330639529e-06	0.00560754236073	7.8681072377e-17	2.52704048786e-06	6.62708833886e-09	2.48859918048e-06	0.685711201596	0.304562954989	0.00392287263281	8.59736009014e-13	0.000185113705188	1.67033501004e-09	1.35590775268e-06	1.5648107586e-09
20186-03-01-02	5.59950895113e-06	0.0190385342344	2.01303267561e-16	5.017981111e-06	2.29187155727e-08	2.68760558349e-06	0.749446291757	0.228241356056	0.00307289242262	1.89837013423e-12	0.000185456991378	2.40320767646e-09	2.13116403847e-06	6.95476592521e-09
20186-03-01-02	1.75233733675e-05	0.0233928612509	6.40676778424e-16	7.08092690482e-06	2.69554715037e-08	4.01747260136e-06	0.385347720243	0.589027263167	0.00181574579473	3.43838931752e-12	0.000384079181766	4.32343544392e-09	3.65295168991e-06	2.43559349488e-08
20186-03-03-01	0.000177383204957	0.0651254800595	2.41002211462e-11	6.49520939102e-05	1.61010698599e-06	0.08156092107	0.00247344636499	0.548581224252	0.301958512736	8.98378499365e-11	3.29837035088e-05	2.62847279141e-08	2.24080074638e-05	1.05200133208e-06
20186-03-03-01	0.00115413614853	0.703587533567	2.64690205737e-11	7.85459578244e-06	1.38498872487e-05	0.0221697861109	0.000252588424868	0.116827235842	0.154704473805	2.00826041612e-09	2.0908468887e-07	8.94749141845e-09	0.00126859981279	1.37217389457e-05
20186-03-03-01	0.00146899403044	0.978302682611	5.26546388277e-09	2.54348262693e-06	0.000205525813736	0.0147308271589	4.87546268913e-06	0.0016623817053	0.00337242821421	1.95912191289e-08	8.23379198665e-09	2.4861492777e-08	4.76301060706e-05	0.000202053462857
20186-03-03-01	1.95791131713e-06	0.999549951488	8.83446299979e-16	2.22322001535e-09	3.68025336229e-09	2.84608159307e-08	1.27455888324e-09	0.000447281930269	6.66427184847e-07	3.89275611777e-11	3.65308892295e-15	2.96074734979e-13	8.70644454593e-08	1.95006205417e-08
20186-03-03-01	8.35734923724e-07	0.974292034597	5.32967441296e-16	2.49290758622e-07	9.54960938377e-09	4.89582632615e-06	2.66294341722e-05	0.0235113977547	0.00215455377171	2.0294930741e-12	1.89525188578e-09	4.08329941354e-12	9.37500663607e-06	1.71331208299e-08
70702-01-04-01	0.00309163400098	0.000317382197704	0.600270355676	2.92742928214e-06	0.000348333824374	0.00871932458013	4.63875416277e-10	1.71556889401e-06	1.00857566739e-10	6.13840270726e-08	9.8894354493e-06	9.45826064515e-05	4.58529303966e-15	0.387143792732
70702-01-04-01	0.00133167659713	0.000286418063952	0.661103384627	2.27857015102e-06	0.00050227759608	0.00759936737328	4.76028087018e-10	5.3348089467e-07	1.03364306619e-10	5.62332166277e-08	4.8641410174e-06	7.75309991023e-05	1.72046675255e-15	0.329091611739
96701-01-03-01	0.081958782039	0.139282135921	1.62364274005e-06	6.67626590904e-05	0.576405808891	0.00400977629545	0.000232524676579	5.06337425326e-05	4.93878469617e-06	1.70715124015e-07	1.27507577571e-05	1.92045866557e-05	0.000195052118482	0.19775983517
96701-01-03-01	0.177748115438	0.162066144184	1.91702676776e-06	4.53424789826e-05	0.504167843873	0.00325524532024	9.1340585393e-05	6.82564888405e-05	2.98241605053e-06	3.13004024659e-07	3.7800177797e-06	1.9750676373e-05	0.000272271440494	0.15225669705
96701-01-03-01	0.0655674111619	0.223976845119	5.65839997322e-07	2.73416492971e-05	0.521868975469	0.00163003177732	0.000118259309686	2.8114935789e-05	4.01281075087e-06	1.8320376673e-07	2.59360518605e-06	6.82683448559e-06	0.000554035985404	0.186214802298
96701-01-03-01	0.0176569615676	0.17584048766	4.18432275357e-07	1.71152632606e-05	0.666170233792	0.00104752058879	9.96217361338e-05	4.92347012449e-06	3.48009326615e-06	1.11442219311e-07	1.08668542163e-06	3.50173571138e-06	0.000259552802209	0.138894984731
80127-04-03-00	8.72041728306e-06	1.52751537769e-07	4.34698733821e-08	0.534346670411	1.03710928187e-07	0.388333981259	7.97569445856e-05	0.0616700575251	0.000395053600179	1.86312253043e-12	0.0150263096257	0.000139149917129	3.19454528673e-10	4.67890035979e-11
80127-04-03-00	1.08770054516e-05	1.71797759584e-07	5.2537433273e-08	0.609519687079	1.23615660987e-07	0.316358410405	5.83729821012e-05	0.0568566463316	0.000225641370567	1.99616834436e-12	0.0168294225273	0.000140593835613	4.27618247405e-10	8.27468779591e-11
80127-04-03-00	4.53557828881e-05	7.34129165005e-07	1.37433735739e-07	0.616434187291	5.01500638081e-07	0.299161207509	3.36368215674e-05	0.0749160321328	0.000176510974173	9.12839528867e-12	0.00903575874672	0.000195933004246	4.09718353944e-09	5.67696036458e-10
