tstart,alpha,beta,chi,delta,eta,gamma,kappa,lambda,mu,nu,omega,phi,rho,theta
217523664.06,5.95302652212e-07,0.989534479308,2.62538489272e-13,1.52321598627e-08,7.07240880516e-08,3.16398517511e-08,1.98434396019e-07,0.0104632812354,2.87683314239e-09,6.7323064704e-07,1.03352257594e-09,4.82971451669e-11,1.58498737472e-07,4.92435398883e-07
217523920.059,2.20180733068e-09,0.974007610173,1.55718584721e-11,1.68852490596e-06,3.1138735848e-11,1.97669773751e-05,5.10769890916e-06,0.0259545406777,3.58780614389e-06,4.32341568783e-06,3.91685168076e-08,3.83952422739e-10,1.66130951671e-07,3.16679414714e-06
217524176.058,1.64824440516e-10,0.998728400923,1.92242306238e-10,6.81357465212e-07,5.66582853921e-12,0.000191616218213,2.09145459924e-06,0.00104975375522,4.77487878178e-06,8.48390717324e-06,1.26316832849e-09,3.54428803038e-10,1.03439328615e-06,1.31611318935e-05
217524432.057,8.5977852591e-08,0.993430101173,1.62387311007e-11,4.92482642397e-07,5.43169346389e-10,6.50277684174e-06,8.94913071926e-05,0.00502152613286,6.64463487433e-06,0.00121942657606,1.64601210192e-08,6.44769015984e-11,1.0687616495e-05,0.000215024238574
214416003.062,0.000380559384243,0.178657088752,2.96597986042e-11,2.96649783107e-12,1.39321188583e-06,9.25934178015e-05,0.0034306463853,1.94608697694e-06,0.034442654161,0.00116359431804,8.19657206229e-12,4.6526250069e-10,0.781826105193,3.41858396891e-06
163881107.062,2.70084899893e-05,0.000667152988512,1.42775243156e-10,1.85530020813e-19,6.29732491989e-06,2.62300326957e-07,1.13695359016e-08,1.83168776551e-14,6.2260786732e-09,0.00234657493099,9.33341345972e-22,1.17569406255e-14,0.996915850694,3.68355325665e-05
163881363.062,8.3897627213e-05,0.000543463238284,3.20532730938e-10,6.05964459877e-20,8.2049605143e-06,9.08743751358e-07,1.53638796488e-08,9.3995103137e-15,2.21712709548e-08,0.00160901165777,4.23693285475e-22,2.35505298541e-14,0.997743391663,1.10842538494e-05
163881619.062,1.1569971782e-05,0.0304535755418,5.55355953358e-11,1.76200171382e-14,4.76551033376e-05,2.13045094114e-07,8.98120068772e-10,1.98752315908e-12,1.30263279823e-10,0.00271301560449,9.82526167853e-21,4.14981242781e-13,0.966558123338,0.000215846309089
163881875.062,8.85692189987e-06,0.0152400757742,5.10023882788e-11,1.75860992533e-15,5.54477671205e-05,1.29267193417e-07,2.02516994277e-10,2.25541490917e-13,2.76464692793e-11,0.00224020658488,3.99427418069e-22,1.20105947235e-13,0.982338909625,0.000116373777999
163882131.062,0.00396859721832,0.304157386477,3.44762214921e-09,4.11244355187e-13,0.00188433498861,4.61765926391e-06,2.77309057079e-08,1.11891281826e-10,2.7573930729e-09,0.114616545515,1.7895239959e-18,1.57930703619e-11,0.573598632832,0.00176985124644
558642816.062,4.66279401785e-11,9.27869436512e-06,3.94554440844e-09,5.24415461795e-07,5.72764760101e-15,0.00618182243193,0.316127966976,0.000116839969021,0.675097711805,0.000517268742529,0.0019485760924,4.95020338313e-09,9.40398939164e-11,1.83735290806e-09
558643072.062,1.16029408273e-10,1.15391869346e-05,4.0351355762e-09,6.55651026899e-07,1.14069898079e-14,0.00781185210327,0.235916198783,0.000121043952899,0.754401787418,0.000435812373083,0.00130109670922,8.50097732625e-09,9.92996881388e-11,1.0710551718e-09
558643328.062,1.05528734119e-10,9.10648236134e-06,2.04384049623e-09,6.69376270812e-07,8.840735736e-15,0.00533278376617,0.268961740332,0.000137086117488,0.723720018868,0.000310716395541,0.00152786895357,6.81629165173e-09,7.81636686667e-11,6.64931666374e-10
389761760.07,0.808154541638,0.00735069647631,1.45561135788e-06,2.73273581361e-05,0.183764886603,4.15063031965e-05,1.73741530652e-07,6.45052410803e-09,1.88314484827e-08,0.000200164245921,7.13340803594e-09,0.000172475581217,2.43137774399e-05,0.000262426248479
389762016.068,0.869208203295,0.00458990274841,1.38627976216e-06,1.26968220327e-05,0.125725584719,4.4174335302e-05,1.36941331285e-07,4.29394652805e-09,2.54835070663e-08,0.000138462723293,4.87856407998e-09,0.000152548690859,1.36633599247e-05,0.000113205428501
389762272.066,0.467440337679,1.44473420439e-11,5.26523005823e-05,5.16171607367e-30,0.0383019989381,3.25446836379e-07,4.57555008406e-15,4.02581161869e-31,2.21840974493e-21,0.494204642744,3.43939314413e-39,1.51558538932e-18,4.28540008684e-08,2.30220122517e-11
389762528.064,0.367611552078,6.62622218542e-11,2.93640732419e-05,3.88557138184e-29,0.0441185012173,3.1052584283e-07,3.77078978904e-15,3.1874842863e-30,5.28915074195e-21,0.588240123406,1.16092010714e-38,2.8330696989e-18,1.48559964533e-07,7.32283555517e-11
389762784.062,0.432436078927,6.59396446762e-10,2.27568841877e-05,9.47528317653e-27,0.0454481939572,6.87460215375e-07,3.77893481933e-14,8.37797112867e-28,2.27417620718e-19,0.52209186401,1.4818557595e-35,6.13894841238e-17,4.17638697539e-07,4.63021445654e-10
376099200.062,1.10196205402e-05,0.906528456358,1.04770654116e-11,8.9822399605e-12,3.93422348247e-07,1.44028011336e-08,6.9907098159e-09,3.35866896057e-08,2.77883697143e-11,0.000662908388673,7.07302383871e-16,1.23970045125e-13,0.00130220005713,0.0914949671253
254312800.063,2.05672310718e-07,1.21987242227e-07,0.999641078395,6.32735150784e-11,1.82928584405e-10,1.66528884465e-05,1.53818235205e-14,1.32164673942e-09,4.9403802529e-11,0.000336924577815,6.36885783383e-07,2.41276939924e-08,1.1079425701e-20,4.35384892348e-06
254313056.063,2.76116712374e-08,3.78232655098e-08,0.999559189957,1.88653958725e-11,1.41428722376e-10,3.61848450856e-06,1.23988580337e-14,4.56818535462e-10,8.66762210018e-12,0.000422011781581,1.08257425607e-06,6.4427564813e-09,9.02381371198e-21,1.40246987869e-05
254313312.064,1.86050717804e-08,3.13408065286e-08,0.999726151541,1.47896625502e-11,1.40456032907e-10,1.86539855e-06,6.06059790783e-15,2.6836733288e-10,2.06195783215e-12,0.000245597617168,8.10784396349e-07,4.2700486649e-09,5.8842582646e-21,2.55200177537e-05
254313568.065,1.42698703087e-08,2.23496146248e-08,0.999713217155,7.49269815121e-12,1.33982446429e-10,1.5546275729e-06,4.20345427419e-15,1.6484695897e-10,1.67553121448e-12,0.000265380589738,4.58108663537e-07,3.02710919762e-09,5.25424873248e-21,1.93495642317e-05
254313824.066,1.1647985876e-07,8.23873869602e-08,0.99962333498,3.71174796255e-11,4.56562520845e-10,5.924328838e-06,1.52353215407e-14,3.71049809897e-10,9.07309622487e-12,0.000350296027818,4.84321927698e-07,1.40076868109e-08,3.39401909044e-20,1.97465922744e-05
254314080.067,3.10713784694e-06,7.72877065668e-07,0.999445809895,3.37904409457e-10,1.82011612642e-09,4.59621044654e-05,6.19168189496e-14,1.64704375434e-09,1.00552233841e-10,0.000483823359615,3.38984183704e-07,1.02997770522e-07,3.11467011541e-19,2.00787380662e-05
254314336.068,1.02925674752e-05,1.4623498956e-06,0.999159896992,7.62015993226e-10,3.22160784281e-09,0.000113384289197,1.43582510118e-13,3.32111601368e-09,4.49684554123e-10,0.000701372998818,4.26508627827e-07,2.59397781937e-07,7.40899941163e-19,1.2897141536e-05
468742400.07,2.66895197837e-08,0.00130947480351,1.2822859787e-11,2.93908876157e-06,2.20552412461e-12,0.000230404150731,0.484116307128,0.0141006190657,0.498861641378,0.00019716690975,0.00118133706108,4.87919691787e-09,5.77104382174e-08,2.11210884326e-08
468742656.072,3.30558092133e-08,0.00524593649271,6.25155941525e-12,9.19477907594e-06,2.34389709296e-12,0.000283000590525,0.527239238439,0.033859992359,0.432504965209,9.8363436982e-05,0.000759018146125,5.91317894246e-09,2.04613720425e-07,4.69559724839e-08
468742912.074,4.50912707882e-08,0.00959394722126,5.52845701724e-12,1.69221493423e-05,5.18644404402e-12,0.000265602864968,0.534271903271,0.0566814099199,0.398270086158,0.000168908211148,0.000730655791884,7.23294399661e-09,4.43609961238e-07,6.84680704834e-08
115366345.07,4.93706912903e-14,0.627259972427,1.18197548073e-15,9.73707555902e-08,5.81436267771e-17,0.00104097590957,0.00157703577136,0.00524426383122,0.364380999525,1.79799424322e-08,2.85882068884e-11,1.08313143032e-11,0.00049663683557,3.10020816108e-10
115366601.07,1.44266144235e-12,0.903486787347,5.18528534843e-15,1.07971873409e-08,2.65684430562e-15,0.000852970538523,0.000183691378246,0.000861722217806,0.0930635410739,4.31663314023e-08,1.41251530104e-12,1.59694260576e-11,0.00155123284332,6.19027801173e-10
115366857.069,9.95898462115e-12,0.989630718649,3.27032726958e-14,1.74437891617e-09,5.03552815435e-14,0.000371688339962,3.08173466482e-05,4.67404299216e-05,0.00371039882426,8.11892191663e-08,1.08815147686e-13,1.08595161468e-11,0.00620953767382,1.57821403632e-08
115367113.069,1.96847544076e-11,0.982172261018,3.03657551037e-13,9.31469468903e-09,1.25596225352e-13,0.00111465271946,0.00011005160003,0.000244869816493,0.0144498056467,3.18543587197e-07,5.09122564179e-12,7.20409686062e-11,0.00190800412984,2.71139660042e-08
327221824.062,1.78578373073e-09,0.000673801754818,0.795433785769,2.19746442815e-07,1.37522574718e-11,0.00242216814784,1.59672119746e-10,7.76005448464e-07,5.22510151111e-09,0.0120347474207,1.24343424678e-05,3.68021622801e-08,4.38590298563e-15,0.189422022826
327210304.062,1.79689206982e-05,9.01752279327e-07,0.999575002444,9.26659080433e-10,6.73261252883e-09,0.000209543837889,1.37463002349e-14,3.56500709032e-10,1.10986430409e-10,0.00019494426705,1.05923681381e-08,6.12183522313e-07,4.55489385221e-19,1.00787505842e-06
327210560.062,8.58990447386e-06,4.45410888055e-07,0.999753110345,4.49049793222e-10,4.1820464316e-09,0.0001356552388,4.28811511298e-15,1.82017591605e-10,4.24865532928e-11,0.00010133017773,5.52990509706e-09,4.0803714735e-07,1.2873700771e-19,4.50500818867e-07
402007744.07,7.158628904e-08,0.000238592822395,0.970432180532,7.11908166211e-05,7.27043088801e-10,0.0103235638174,7.32874654717e-09,1.00458545354e-05,6.21369894122e-08,0.0064321363277,0.0100021825211,1.14153906899e-05,1.11708172927e-15,0.00247855013832
402008000.068,1.01407108357e-08,5.68942635162e-05,0.974214540196,4.66566145012e-05,1.14237596027e-10,0.013714405025,4.95045953602e-09,3.68519662576e-06,9.0592043585e-08,0.00367926266782,0.00785964093621,9.08124650712e-06,2.7007601531e-16,0.000415728056343
540457600.062,1.47396163181e-07,8.63134241086e-11,0.960102462924,9.01643177268e-15,1.01927096287e-07,3.57206789646e-09,1.51715957324e-13,8.05697356411e-14,5.5943076918e-14,0.0365422970421,1.39821611812e-06,1.2018011347e-10,7.72978344377e-19,0.00335358871581
540457856.062,8.22677969735e-08,5.33063453853e-11,0.982091914156,1.56518339534e-14,8.0044384444e-08,2.65188291591e-09,9.2914410521e-14,8.71780854347e-14,2.89405486653e-14,0.0159162545973,3.17052409039e-06,1.71369918498e-10,2.35332397222e-19,0.00198849553401
139260451.07,6.41942805081e-11,3.81133991568e-11,0.998619461795,3.44470880559e-11,6.90333417254e-09,2.24915714911e-09,9.44662576645e-15,1.32982475835e-12,1.90530283813e-16,1.25729826045e-05,0.00107296257784,6.347343945e-09,1.30016271536e-21,0.000294987007108
139260707.069,5.13490973891e-11,3.00305027821e-11,0.998769915972,2.83726395833e-11,7.65216437889e-09,2.27526306318e-09,1.05185132243e-14,1.06755171088e-12,2.1387391108e-16,1.44291698619e-05,0.000994260564253,6.32665218153e-09,1.52662622478e-21,0.000221377928906
139260963.068,4.02817486424e-11,2.6397563097e-11,0.998741688688,2.32728421256e-11,7.16268706446e-09,1.8716830113e-09,1.00580093945e-14,9.13982695205e-13,1.62489573504e-16,1.49661934886e-05,0.000978333834123,5.0391863695e-09,1.45703702605e-21,0.000264997119509
139261219.067,4.98733302504e-11,2.95468089405e-11,0.998233924862,4.26858491706e-11,7.64722096959e-09,1.64128870134e-09,8.81677120545e-15,1.00809359288e-12,9.15710727361e-17,8.8449737154e-06,0.00140344989012,6.57025484554e-09,1.01707803812e-21,0.000353764292105
223549504.062,1.48904856051e-05,4.82865613563e-06,0.963173151905,9.47124808824e-10,5.47513552376e-09,0.000244836960654,4.37207054105e-12,1.24413218423e-08,6.18055049395e-09,0.0364609641289,9.04383729974e-07,1.20254709845e-07,2.50654438492e-17,0.000100278177148
193751029.062,0.00354789220994,3.86818415513e-07,0.843242865281,4.20382289736e-12,4.57090185158e-08,1.58036751346e-05,1.16544189878e-12,4.77743549821e-10,3.16058200611e-09,0.15309405346,1.45328616812e-07,1.62613495485e-08,3.79211683157e-18,9.87876122588e-05
193751285.062,0.00370212784843,4.15860857239e-07,0.851286663028,6.06066414801e-12,5.24241355461e-08,1.90444757138e-05,1.45442036627e-12,5.61084565438e-10,3.8821809007e-09,0.144906354487,1.85125246239e-07,2.22551557171e-08,4.40724733484e-18,8.51300442859e-05
193751541.061,0.00978266674432,1.08576093756e-06,0.765521786813,1.64115081054e-11,1.1445746023e-07,2.65674774695e-05,4.79640757332e-12,9.07723349623e-10,6.21066255947e-09,0.224353272757,2.74603603154e-07,3.5127018665e-08,2.46147200521e-17,0.000314189119612
293693120.062,1.67458892082e-10,1.68890088624e-09,0.954849098148,3.84206075823e-10,1.28546758665e-06,5.32539300901e-08,4.30930139794e-11,6.4352788623e-11,2.13838668348e-13,0.000989729163627,0.0399322590595,1.19588544714e-07,1.47226199902e-16,0.00422745297016
293693376.062,1.41149275282e-10,1.59601172896e-09,0.972840959107,1.99535232042e-10,8.19032956046e-07,4.38277945914e-08,2.46248498088e-11,5.39535152195e-11,1.43465877955e-13,0.000976894020773,0.0217831779441,6.66458544717e-08,8.54945990545e-17,0.00439803740569
293693632.062,2.06088461874e-10,2.54747836812e-09,0.976332904866,2.14989486032e-10,1.19825749041e-06,4.59211464497e-08,2.93094037753e-11,4.51376296137e-11,1.033146709e-13,0.00108439810973,0.012972768617,6.13960558915e-08,1.95154336365e-16,0.00960861978916
293693888.062,1.6030153138e-10,2.01701446779e-09,0.984905618883,1.25194315973e-10,9.1834239103e-07,5.72181584564e-08,2.83405111679e-11,4.18617893056e-11,1.79366229494e-13,0.00143969453627,0.00899654271184,5.18122906717e-08,1.7271300233e-16,0.00465711412298
293694144.062,2.98027693918e-10,3.44760716893e-09,0.981965991822,2.70185631035e-10,2.03472666912e-06,7.26034216281e-08,4.39475285882e-11,3.83480920475e-11,1.53513301799e-13,0.00125134392662,0.00803114145837,9.02268141725e-08,5.34134995577e-16,0.0087493211378
293694400.062,2.06192698723e-10,2.90724691526e-09,0.980395179037,3.70759343191e-10,2.07500468878e-06,5.58632025605e-08,2.94218215021e-11,3.43630753437e-11,7.81659945861e-14,0.000705885960591,0.0102921431439,1.06501611601e-07,3.54857520647e-16,0.00860455094112
293694656.062,4.97521367608e-10,6.83394590795e-09,0.961677500691,1.13773241591e-09,4.01346988812e-06,9.09965503165e-08,7.51557688345e-11,6.82784170904e-11,1.67545131423e-13,0.000907623421062,0.0189562096147,2.22521241216e-07,1.28185983363e-15,0.0184543306731
293694912.062,3.89972354502e-10,5.90175714917e-09,0.959825050496,9.69093699759e-10,3.50557792652e-06,7.05342324464e-08,5.59403622994e-11,6.32210754454e-11,1.11862104305e-13,0.000745452671389,0.0198081894616,1.86125237919e-07,8.84834791685e-16,0.0196175377532
392173600.07,2.77853063402e-05,0.000594390985411,4.19566255895e-14,6.11740131972e-14,1.64898632576e-06,3.49797243197e-07,0.130028006273,2.43618523655e-05,0.803461525226,0.0128341065858,2.16325402711e-09,1.90489224777e-11,0.0530278222201,5.85703923733e-10
323998640.062,1.48997824923e-09,2.58808487692e-13,0.993612549139,2.14839321753e-12,1.31431648351e-05,4.20069370267e-10,2.69397010919e-13,5.3986507455e-15,1.37761411932e-15,5.73145868955e-05,0.00629811928196,1.05815641555e-07,1.72084544121e-19,1.87660987662e-05
323998896.062,4.65892551121e-10,9.04501678435e-14,0.992979701876,8.46344411272e-13,5.70428570343e-06,2.63562492755e-10,1.29169989737e-13,3.85307078851e-15,9.92292698724e-16,4.64117706002e-05,0.0069618798863,6.02176527983e-08,3.62153434921e-20,6.24123330192e-06
323999152.062,1.54517644847e-09,2.04441647174e-13,0.992870404375,2.08393881293e-12,1.17665270937e-05,5.05633827462e-10,3.5601787534e-13,5.38974366183e-15,2.17245601561e-15,7.30928141334e-05,0.00703339691817,1.13847088119e-07,1.47238473414e-19,1.12234649165e-05
323999408.062,2.03096336993e-09,2.82431289815e-13,0.993108189046,2.3281722887e-12,1.17688365152e-05,5.24960523739e-10,3.82066323263e-13,6.55023548124e-15,2.16727335986e-15,7.91420879205e-05,0.00678357290459,1.07064895381e-07,1.74097817969e-19,1.7217501186e-05
323999664.062,2.64005160515e-09,2.91035789364e-13,0.990779663543,3.23127368776e-12,1.34752923068e-05,6.14702295568e-10,5.56994367495e-13,6.90566200182e-15,2.7676977719e-15,7.59585213094e-05,0.00911357249651,1.43313584296e-07,2.09896100682e-19,1.71835741217e-05
323999920.062,2.96406689474e-09,3.5634150517e-13,0.993389899611,3.27723781756e-12,1.45928329336e-05,6.46294892479e-10,4.62695037809e-13,6.69317385969e-15,2.55081836236e-15,7.44028907008e-05,0.00650127278476,1.42562703888e-07,2.53841262015e-19,1.9685703254e-05
324000176.062,9.82846389287e-10,1.5980876666e-13,0.993548058201,1.95034063081e-12,6.69509425617e-06,2.87986633223e-10,1.11393668036e-13,4.35512346612e-15,5.66045098156e-16,2.66910234647e-05,0.00640642779362,8.53442920708e-08,3.6351648853e-20,1.20412701339e-05
324000432.062,8.94960127205e-10,1.54307064873e-13,0.994695512482,1.48109009575e-12,5.57308600985e-06,2.63805609403e-10,8.99258920888e-14,4.24474352357e-15,5.35464634226e-16,2.96621595746e-05,0.0052571109487,6.65274787921e-08,3.00584167214e-20,1.20736353677e-05
124447760.07,1.3464689965e-16,4.05181700734e-06,5.42829008303e-11,0.999847476694,4.63972979996e-16,0.000125235429907,1.03902895014e-13,1.29248977928e-07,2.79511371584e-11,4.79964460597e-16,5.28275990737e-09,2.31014447072e-05,1.24593944499e-16,6.57857067194e-15
124448016.07,2.66276419809e-16,2.7313716432e-05,1.04645561934e-10,0.999573689984,7.98098653088e-16,0.000377005194783,1.56621180558e-13,2.6168106698e-07,6.36456037448e-11,1.5882918527e-15,1.5662042507e-09,2.1727689386e-05,1.2305856607e-15,4.0015784345e-14
124448272.069,3.49236676401e-17,3.19275388985e-06,1.06249787895e-10,0.999203237549,5.4999906181e-17,0.000773427069705,3.70650720107e-13,3.4576037655e-08,2.39285748556e-10,1.22079296109e-15,1.74177458619e-09,2.01059635717e-05,4.84728062368e-16,8.24282011514e-15
353827072.062,1.76470207433e-10,6.66329745573e-08,0.949440186225,6.21509617407e-10,6.92264315029e-07,6.84277703717e-07,2.56102861667e-10,3.54120011013e-10,2.7035895441e-12,0.00542845685533,0.00290896509997,7.32034014201e-08,1.72496855718e-14,0.0422208740302
353827328.062,2.8081198207e-10,8.32140430889e-08,0.95081296846,1.0425836781e-09,9.25680677279e-07,9.04673670313e-07,3.58062398013e-10,4.2870162373e-10,3.76765022256e-12,0.00525186845986,0.00359021629707,1.15270701682e-07,2.34802084905e-14,0.0403429158296
353827584.062,1.41596401354e-10,5.35526411184e-08,0.961675739872,6.86803743077e-10,5.55297442778e-07,5.44409208449e-07,1.36381284981e-10,3.20027121013e-10,1.41589515807e-12,0.00290341353828,0.00303434806213,7.63968988589e-08,7.29806662341e-15,0.0323852675849
353827840.062,3.30921254919e-10,1.01879870758e-07,0.915117324018,1.62460545894e-09,1.13617018783e-06,6.3445189096e-07,2.19032841022e-10,3.37257189445e-10,1.17855147764e-12,0.0025219139935,0.0031594797859,1.25276211034e-07,2.02800765283e-14,0.0791992819115
229067232.062,0.00476852094781,8.86955487105e-07,0.74133510807,2.69308707338e-12,5.48157566868e-08,2.6940439833e-05,1.48210535063e-12,5.29729933388e-10,6.25364469245e-09,0.253735255426,4.09059002692e-08,1.25719084948e-08,1.65292376891e-17,0.000133173080212
229067488.062,0.0029499579459,5.26772325392e-07,0.819433990543,3.27308099272e-12,3.677181531e-08,2.68179790119e-05,1.21392706405e-12,6.26667337985e-10,6.73310878953e-09,0.177530097014,8.35299848594e-08,1.62707688291e-08,5.61829655245e-18,5.84658084682e-05
142514816.07,0.00168710549041,6.70521071285e-07,0.950853210651,2.2303552887e-12,7.69742328362e-08,1.75112404428e-05,2.83928889504e-13,1.22679666856e-10,6.62665622439e-10,0.0472807494784,1.09990911805e-08,1.42852108943e-08,1.52461422388e-17,0.000160649572765
142515072.069,0.00325095828239,1.38793356856e-06,0.896942173166,2.52171865905e-12,1.6018445121e-07,2.03602519582e-05,7.39378558123e-13,1.20583341436e-10,8.33964780996e-10,0.0991866253694,8.0757124103e-09,1.29776062877e-08,9.53522338351e-17,0.000598312801377
459311520.07,6.647528377e-13,0.00103534575337,0.167543237852,7.06474547312e-07,7.25010525177e-16,0.00633863843604,1.75928151849e-10,1.12237913246e-06,4.43120362041e-09,0.000673744350575,5.78597561347e-06,1.36807104814e-09,6.52723247416e-16,0.824401412803
459311776.068,1.55671314317e-12,0.0014873969076,0.205246341131,1.17010842536e-06,2.09560764307e-15,0.00628050479156,1.15742709938e-10,1.57317894381e-06,3.3858922182e-09,0.00129188879153,4.70475979578e-06,1.98219820558e-09,6.85762571766e-16,0.785686414846
459312032.066,3.67554797863e-12,0.00131419230085,0.42564934575,9.31043383169e-07,3.24965019394e-15,0.0108629960982,1.59899537529e-10,1.82380714708e-06,7.99732113457e-09,0.00162125969816,8.71756472609e-06,3.74673863749e-09,4.98001801996e-16,0.56054072183
459312288.064,4.22631266416e-12,0.00163667624183,0.267884945247,1.20575822118e-06,2.52849484857e-15,0.0104522860069,2.59605374269e-10,2.21316763649e-06,1.02932561766e-08,0.0015942695777,9.24418409378e-06,3.20769125728e-09,7.59192239845e-16,0.718419146052
459312544.062,3.68994363769e-12,0.00152520774286,0.303785114886,7.69090629469e-07,2.64007656411e-15,0.00957242021609,1.87946896909e-10,2.02882181868e-06,9.59213328729e-09,0.00185116826042,7.2084804447e-06,2.64516059194e-09,6.90272630457e-16,0.683256070073
459312800.061,3.37289269391e-12,0.00174735891014,0.396533055572,1.12816532841e-06,2.82332802083e-15,0.0149094496135,2.10504315215e-10,2.30363754329e-06,1.40750958093e-08,0.00188509379977,8.23194096831e-06,4.10842918382e-09,8.4265160949e-16,0.584913359963
459313056.059,2.45528684922e-12,0.00257943595202,0.24197537957,5.41802197e-06,4.10601473709e-15,0.00989883941472,1.05916978723e-10,2.60941266392e-06,3.7886619405e-09,0.00130427558538,6.29930263345e-06,5.48383115966e-09,9.65416060876e-16,0.744227733359
459313312.057,4.83347841107e-12,0.00125472882055,0.553422942302,7.48744483732e-07,7.02722847908e-15,0.0140030117987,2.01458950401e-10,1.5200437869e-06,1.1422354159e-08,0.00170513363473,8.75455532709e-06,5.95293509833e-09,9.20262207245e-16,0.429603142519
459313568.055,1.28331964738e-11,0.00340562712451,0.342827426633,3.82658121548e-06,2.6738827457e-14,0.0135432734805,2.08543210607e-10,3.06547054634e-06,8.60884181943e-09,0.00248148238148,7.4292330334e-06,1.16968210781e-08,3.02706180439e-15,0.637727848569
206178976.062,0.000516705620761,4.11920754069e-07,0.611299219688,8.17813094948e-14,6.80126610022e-09,1.07498377519e-05,2.35086374102e-13,2.83522910524e-10,3.10842795744e-09,0.388093240567,5.04287343986e-09,8.06008554192e-10,3.52329123894e-18,7.96563236044e-05
206179232.062,0.000327828478206,2.79939197895e-07,0.625555952458,5.2375113752e-14,4.21410606283e-09,1.10614057486e-05,1.5086762411e-13,2.86578210182e-10,3.7991368153e-09,0.374071803379,4.36391663652e-09,6.79393792048e-10,1.57892022e-18,3.30609969174e-05
206179488.061,0.000351905146514,3.13138781932e-07,0.6846698673,6.30996197761e-14,4.97004203166e-09,9.88838650008e-06,1.47401359469e-13,2.61585652154e-10,2.43503590321e-09,0.314914370515,4.75004357153e-09,7.12877888352e-10,1.72571573841e-18,5.3642383898e-05
206179744.06,0.000753876491962,5.72059964573e-07,0.681468580138,2.14591353763e-13,1.04996065654e-08,1.45514780477e-05,3.31877337178e-13,4.08124542511e-10,3.89372525843e-09,0.317668560892,9.36927493727e-09,1.70601617794e-09,5.03536883588e-18,9.38330628994e-05
206180000.059,0.000446880065749,2.63743307897e-07,0.903569969468,2.40014032208e-13,6.52053412027e-09,1.0292069749e-05,8.41019979281e-14,2.94108403748e-10,1.19742089725e-09,0.0959374185003,1.19829211955e-08,2.17946352971e-09,5.58022735584e-19,3.51539786031e-05
417331008.07,4.0523738978e-06,8.80507593939e-08,0.998508280832,1.59173002902e-08,6.69480742517e-09,0.000111600676873,2.94930383176e-12,4.60464644121e-09,1.09998385652e-09,0.00130294247298,7.00314910569e-05,2.3671070104e-06,1.09214536007e-19,6.08675419453e-07
417331264.068,6.46570603431e-06,1.41444858498e-07,0.998076428611,2.80292879519e-08,9.17582857824e-09,0.000152537702501,5.58272582163e-12,7.70899505057e-09,1.92759503151e-09,0.00164978952757,0.000110283215174,3.44007772273e-06,2.10781962728e-19,8.6686821594e-07
417331520.066,8.54622887044e-06,2.12327853473e-07,0.99731700613,5.62957816047e-08,1.38856625054e-08,0.000176417126257,1.41081605557e-11,1.07328439251e-08,2.51152253006e-09,0.00227685746501,0.000214280119789,4.63022088662e-06,5.44731148782e-19,1.96694124895e-06
417331776.064,2.6168007865e-05,4.40726536711e-07,0.995559898853,1.48709440851e-07,2.48718861979e-08,0.000320861864928,4.86528958243e-11,2.02088987732e-08,6.50816930983e-09,0.00369659377749,0.000383539022561,8.8391471234e-06,1.69058782332e-18,3.45825378458e-06
417332032.062,2.8509689702e-05,4.20077984681e-07,0.996464370809,1.83827487337e-07,2.54351026875e-08,0.000263468489677,4.07483370222e-11,1.87740919254e-08,3.89087643174e-09,0.00279414117364,0.000435659458734,9.11265903528e-06,1.19426222532e-18,4.08567410491e-06
417332288.061,3.68758962501e-05,4.51995365563e-07,0.996752526628,1.5289712162e-07,2.71145629752e-08,0.00025581787776,3.1959030662e-11,1.55348729616e-08,3.36887372298e-09,0.00265535807328,0.000285971531068,8.35965430667e-06,1.23112106475e-18,4.4393966161e-06
417332544.059,7.8503633198e-05,7.58917964954e-07,0.997717580155,2.98724749361e-07,3.76505928924e-08,0.000350670147039,2.69057166471e-11,1.68874387673e-08,2.84996745169e-09,0.00163238269089,0.000200883217013,1.40259642074e-05,1.48732228501e-18,4.83913513999e-06
417332800.057,6.79676381097e-05,8.61097603419e-07,0.997867696684,2.97393363097e-07,4.29887842377e-08,0.000352506240018,2.35718958385e-11,1.59245839124e-08,2.6619305547e-09,0.00152474708241,0.000165790249014,1.45010998511e-05,2.09843365754e-18,5.57091681807e-06
417333056.055,3.37167342383e-05,5.34423228924e-07,0.998317164619,1.62031529332e-07,2.67708516394e-08,0.000292031848166,1.3688327133e-11,1.13956191763e-08,2.01872607436e-09,0.00122299070975,0.000120015528819,1.01609135145e-05,1.07348162535e-18,3.18299251785e-06
524612099.062,0.0118907770651,1.23364337271e-06,0.579276040044,7.69537487727e-13,1.05748521343e-07,3.20170957429e-05,1.29968273253e-12,2.14084623603e-10,8.08838945728e-09,0.408667727277,4.61052094095e-09,7.73342817835e-09,7.26353115001e-17,0.000132078478106
524612355.062,0.0136776640295,1.22406763924e-06,0.470170087015,7.0912385487e-13,9.33178872751e-08,3.71596647194e-05,1.85716634489e-12,2.47446909846e-10,1.50936627986e-08,0.516018140453,4.6155974223e-09,7.50240034715e-09,8.8757479557e-17,9.56039906506e-05
