tstart,alpha,beta,chi,delta,eta,gamma,kappa,lambda,mu,nu,omega,phi,rho,theta
128463264.069,4.51202341337e-08,3.12227754951e-08,3.20576864572e-05,0.0397037829451,1.89404621685e-06,0.0025704330297,9.09878715717e-10,9.87426295432e-10,5.41895572821e-08,7.39394676974e-10,0.000217785089125,0.957473914034,2.83555136748e-14,1.48217747403e-13
128463520.069,1.59047610573e-08,1.56911945724e-08,3.79252539684e-05,0.0639617733857,5.88109407412e-07,0.00250744953329,5.25024614167e-10,1.63743113633e-09,3.48841707273e-08,5.19292520212e-10,0.000512191733794,0.932980002822,2.45330102878e-15,4.09710631513e-14
128463776.068,8.37896119959e-09,8.02574680424e-09,8.95334456189e-05,0.030706013612,2.90720106743e-07,0.00366795420552,2.11954907995e-10,4.72176016264e-10,3.68442175476e-08,4.06566960962e-10,0.000247225805329,0.965288927872,1.39338699661e-15,3.49476275926e-14
128464032.068,8.85879814565e-09,1.16116593377e-08,9.96983924185e-05,0.0330835475299,3.14868715112e-07,0.00392540252049,1.73025968158e-10,4.31524254341e-10,3.45570575773e-08,4.14399469237e-10,0.000175092538292,0.962715888104,2.43142552699e-15,6.73263722388e-14
362447776.062,2.01131212704e-06,1.17643842117e-11,0.000302245844308,0.000361889819635,7.78016279515e-05,8.92773990461e-06,1.09471004654e-13,1.17134512731e-13,6.06667616393e-12,3.99108400729e-11,2.0132834257e-05,0.999226990764,1.0759908765e-18,4.7409196681e-15
191923456.062,0.00235187074,6.37842735429e-07,0.942019303065,2.45725447598e-12,2.32785711692e-08,3.97459998426e-05,2.24412040634e-13,3.90088262147e-10,2.96458856885e-09,0.0555674358698,1.33013545027e-08,1.71318152831e-08,2.24244710765e-18,2.09494130742e-05
191923712.062,0.00269670917941,6.11487839489e-07,0.949594222751,2.38728606981e-12,3.07498440528e-08,3.44375122543e-05,2.24970120378e-13,2.56064327213e-10,1.84623872752e-09,0.0476453820176,1.04783450871e-08,1.69499233232e-08,2.89609789504e-18,2.85767691242e-05
418870848.07,3.03922635814e-06,0.605059237729,5.16384319833e-06,1.24932765315e-09,5.63760570975e-07,0.000494780108449,6.68937133023e-09,6.46568966104e-10,1.27064494366e-09,0.008176205781,3.02786179513e-15,6.2893492135e-10,0.000539454374845,0.385721544692
418871104.068,4.53041691251e-06,0.561120314833,7.06554374048e-06,1.0167695723e-09,6.68210943204e-07,0.000582651254502,8.8759561201e-09,6.8693189817e-10,2.08067967958e-09,0.00695086554298,5.51549691194e-15,8.78347287491e-10,0.000536216707487,0.430797673952
418871360.066,6.74449683156e-06,0.447134649011,1.88963291351e-05,1.1578259634e-09,8.72608551274e-07,0.000921902968648,1.17470198827e-08,5.96538394514e-10,2.48232423695e-09,0.00823764198159,1.19769528398e-14,1.57944850067e-09,0.000332280275421,0.543346994766
418871616.064,4.90655458192e-06,0.459005028768,3.75083759678e-05,1.35898399601e-07,1.0644980013e-06,0.00154642158267,5.23980349064e-08,1.25199089605e-08,1.05295326085e-08,0.00531820046898,6.40934482287e-12,3.34123268129e-08,6.87440592322e-05,0.534017880928
418871872.062,3.75746358509e-06,0.522152073925,4.43940554274e-05,2.42719868397e-08,1.08408680649e-06,0.00209903364701,4.48480693712e-08,7.29411970023e-09,1.76937978705e-08,0.0156276685952,1.03525734959e-12,1.34319990544e-08,0.000183213395924,0.45988866729
306525536.062,7.03333290145e-06,0.000829510061694,1.57824952356e-16,1.79836442214e-09,6.78985102738e-07,5.57467151168e-08,0.938702455645,5.30126812692e-05,0.00658034532429,8.20006734956e-07,1.83226692577e-07,9.51226907728e-10,0.0538259019855,2.5499893167e-10
306525792.062,9.2705675576e-06,0.00080599837633,2.13996404023e-16,3.13858390379e-09,6.24104877066e-07,6.81142799973e-08,0.965648926748,7.52702901509e-05,0.00729872342542,7.10592160991e-07,3.79403877961e-07,1.4798288153e-09,0.0261600235324,2.26294595613e-10
306526048.062,1.45163237669e-05,0.0010852824879,2.88802591576e-16,5.6490578543e-09,1.62746489815e-06,4.5287703173e-08,0.952346572579,5.8821039152e-05,0.00224025023263,5.75663763966e-07,5.60801819403e-07,1.98905873492e-09,0.0442517395343,9.47378493105e-10
306526304.062,1.81707094902e-05,0.00121339495639,2.02182836495e-16,7.5576009453e-09,1.65620716395e-06,6.56314774624e-08,0.950182881753,8.05190025284e-05,0.00416932193879,4.10570199217e-07,4.41668144389e-07,3.02605897657e-09,0.0443331266681,3.11230271837e-10
306526560.062,1.16977795773e-05,0.00131080521688,1.24516080884e-16,3.46344956713e-09,9.35704221686e-07,5.28685776406e-08,0.943255497018,8.49424344368e-05,0.00454819834323,5.11745000139e-07,2.23065800717e-07,1.30674904816e-09,0.0507871307797,2.74274709924e-10
306526816.062,8.19804947977e-06,0.00104302575097,1.33763142109e-16,1.68367493371e-09,7.38842393649e-07,3.67075770308e-08,0.93531201665,5.38016311557e-05,0.00344756893534,7.88547862799e-07,1.76112609063e-07,6.59402719934e-10,0.0601336458852,5.44080940488e-10
306527072.062,5.34338225777e-06,0.000946103622929,7.91620189725e-17,3.32478875723e-09,5.04747905165e-07,3.77296631477e-08,0.953241278592,6.9564718808e-05,0.00335301294559,3.55799921215e-07,2.27573524624e-07,8.8881686026e-10,0.0423835664332,2.40429378496e-10
306527328.062,6.23032654484e-06,0.00118753151236,1.03884251151e-16,6.55074836996e-09,6.91300190089e-07,4.0299008342e-08,0.955162840577,8.19755698549e-05,0.0022457003425,2.76336789044e-07,3.63075404413e-07,1.37293975454e-09,0.0413143423536,3.83231956495e-10
306527584.062,8.73731008981e-06,0.00102893163297,1.74158581423e-16,9.43796217037e-09,1.14915657963e-06,4.73073802877e-08,0.957750704566,7.19215288898e-05,0.00228210853132,2.95687566031e-07,6.03826063033e-07,2.42248201156e-09,0.0388554881354,4.57295680045e-10
152315088.07,0.17468068495,1.05781622404e-06,2.98584386103e-06,1.08065131909e-21,0.345363836857,2.23956260469e-06,2.50432312746e-12,7.37285687842e-22,1.94112329939e-14,0.476077329818,6.51015031969e-29,8.65724699043e-14,0.00387160094855,2.64201393578e-07
402510816.07,0.00341580915841,1.23866491124e-06,0.741306344565,1.05193734989e-11,3.57066192065e-08,4.02160995252e-05,2.77120505546e-12,1.37351830643e-09,9.42487931976e-09,0.255097752988,1.30346656618e-07,2.0600141118e-08,1.31763875175e-17,0.000138441059517
402511072.068,0.00249615155422,9.81077662659e-07,0.727524648982,6.00924834572e-12,2.38893496173e-08,3.67110907923e-05,1.88818089425e-12,1.32133639138e-09,1.01009218243e-08,0.269849952218,1.00024942477e-07,1.45021157319e-08,7.89158235982e-18,9.1405231058e-05
402511328.066,0.00117475109305,4.86989734395e-07,0.772861126914,2.48517837376e-12,1.03205952151e-08,2.24539543207e-05,8.03220092056e-13,1.15028702169e-09,6.18040778549e-09,0.225890504849,1.01137766287e-07,7.40632193077e-09,1.58306671423e-18,5.05500011535e-05
402511584.064,0.00151490755248,5.93135549206e-07,0.717624427445,2.99458427881e-12,1.28986620283e-08,2.34351176477e-05,1.1815942137e-12,1.38828201569e-09,8.25909497522e-09,0.28076884466,1.26640240111e-07,8.1571855167e-09,2.58316539944e-18,6.76347408286e-05
83144632.0625,5.11568065988e-07,2.7458492718e-06,0.960380134367,2.35592234248e-11,8.89422194066e-07,3.6818550523e-05,3.4367025401e-12,2.97985038273e-11,6.32154455937e-11,0.0362256713573,4.76245833564e-09,3.3284583721e-08,1.69523993422e-13,0.00335319071828
83144888.0625,1.22062172972e-06,6.24632672909e-06,0.95095389287,7.24887864256e-11,1.88460885374e-06,5.46836515929e-05,8.46905981993e-12,4.68679827941e-11,8.57826424923e-11,0.0407124456602,7.29713973259e-09,6.49361807308e-08,6.05777597783e-13,0.00826955381345
83145144.0625,2.79164792806e-06,1.69895215149e-05,0.919578238498,2.37495440614e-10,5.20464084137e-06,8.50617315533e-05,2.70851914304e-11,6.81807468012e-11,1.12074826854e-10,0.0523448220165,9.73574873922e-09,1.27766140854e-07,4.13364740335e-12,0.0279667539927
83145400.0625,1.74589301806e-06,7.90798596906e-05,0.692081374559,1.06823985969e-09,3.9139143726e-06,7.82615629608e-05,3.72999146995e-11,5.0782144597e-10,1.15982262488e-10,0.151760089262,2.28858267684e-08,8.88420013574e-08,8.39088052619e-12,0.155995421483
83145656.0625,2.4804819085e-06,8.37748232438e-05,0.611190841607,5.21419375678e-10,2.06140795568e-06,0.000112449913246,1.88100592174e-10,8.64930611974e-10,6.75867007111e-10,0.162203479569,7.18808844981e-08,7.59466402996e-08,1.50923227717e-11,0.226404762104
83145912.0625,1.09800916383e-06,5.97745245104e-05,0.676070189476,4.28218697659e-10,6.18783704479e-07,0.000118090981808,1.81427264187e-10,1.71875980428e-09,1.09880322663e-09,0.194102931824,1.617241044e-07,5.19491261235e-08,3.73939774373e-12,0.129647079296
83146168.0625,1.02299923912e-06,9.23046185212e-05,0.331427822037,1.90305192402e-10,3.85150514081e-07,9.7697640055e-05,3.26824658365e-10,1.20114221771e-09,1.2809572277e-09,0.341659581715,4.56701524716e-08,1.62223042494e-08,1.56022287903e-11,0.326721120933
159833120.062,0.0028832332487,1.01150659302e-07,0.874003389134,1.21207540579e-11,9.71543103792e-08,1.19695941355e-05,3.99840334304e-12,3.47010721245e-10,3.86769703177e-09,0.123057189918,1.51267107361e-06,5.10724234221e-08,2.69037759417e-18,4.24518259484e-05
159833376.062,0.00072690198942,3.4339198137e-08,0.925416097657,3.58655016983e-12,3.15029255305e-08,7.3334971654e-06,9.62515970414e-13,2.1272778173e-10,1.92273490452e-09,0.0738378906263,9.49783659043e-07,2.41991179247e-08,3.35570074382e-19,1.07342651008e-05
159833632.062,0.000715255748217,3.37501982554e-08,0.933774099128,2.71649996457e-12,2.81470642645e-08,7.7221861655e-06,6.99395928802e-13,1.68092525422e-10,1.69766938289e-09,0.0654934290467,5.49222316143e-07,2.13383653662e-08,3.0262019462e-19,8.85956412344e-06
159833888.062,0.000528294537769,3.38303315718e-08,0.927193646911,2.96556608533e-12,2.5970237717e-08,7.16049386326e-06,7.47606165219e-13,1.93625690839e-10,1.64270150104e-09,0.07225996743,6.95602649891e-07,1.99296851252e-08,3.09490546422e-19,1.01534544969e-05
159834144.062,0.000496550192939,3.68362841321e-08,0.932552906156,3.0089189603e-12,2.55771388435e-08,7.11633574162e-06,6.61393826538e-13,1.96102856465e-10,1.46914811805e-09,0.0669317458412,6.28641302875e-07,1.95439092841e-08,3.16460923378e-19,1.09692064476e-05
159834400.062,0.000941882839949,6.81463025937e-08,0.942527063463,7.640691964e-12,5.0439303241e-08,1.07988864048e-05,1.06635168619e-12,2.32163132862e-10,1.6971147085e-09,0.0565027934369,6.56404823823e-07,3.95401754805e-08,8.70252322553e-19,1.66449051344e-05
159834656.062,0.000946807461011,9.36808458779e-08,0.933603367869,1.15658351935e-11,4.98538258254e-08,1.61028849239e-05,1.35619186137e-12,3.87431930944e-10,3.04982225468e-09,0.0654198975845,7.70706850861e-07,5.30976328996e-08,1.10579284696e-18,1.28534114807e-05
159834912.062,0.00109468794052,1.079229952e-07,0.941928559089,1.76693403576e-11,6.15635112463e-08,2.19076316197e-05,1.62885011499e-12,4.26791935857e-10,3.76922561625e-09,0.0569440029314,7.88432837427e-07,8.03632894826e-08,1.40825850895e-18,9.79990946925e-06
548816320.062,2.58415886462e-07,4.07433609601e-06,0.991694133249,7.27474660578e-07,3.00337186736e-09,0.00085925950534,4.11689003488e-10,1.41341485414e-07,1.04782215704e-08,0.00613074454995,0.00118667918201,3.61660564273e-06,5.72005406425e-17,0.000120351446788
310375152.062,2.33413120794e-20,3.49915622552e-06,5.78761938649e-11,0.98037194843,5.20427454369e-22,0.019623999721,6.62262142981e-12,1.11958971804e-07,2.69609017413e-08,3.75041336011e-15,1.06130162334e-09,4.12647080713e-07,8.22404045871e-17,9.55854413744e-15
310375408.062,1.06910118503e-20,5.3113389594e-07,2.05716943835e-10,0.94748264128,1.38560272973e-22,0.0525161611593,1.7441012433e-11,3.2621015164e-08,4.60339981793e-08,6.44254145794e-15,2.52575948905e-09,5.85022525853e-07,8.76305335327e-18,1.90618843147e-15
310375664.062,7.7449617589e-21,1.87963498596e-06,1.8436431338e-09,0.651719875874,2.78962591988e-22,0.348276075357,4.25296741049e-12,6.8769600489e-09,2.25431608282e-07,1.22105086313e-14,2.48787669955e-10,1.93472905162e-06,2.85298335624e-16,1.62905102263e-14
310375920.062,9.21415304399e-21,1.00090880056e-06,3.30943958435e-09,0.695009019878,4.1597710564e-22,0.304987367345,4.33147315024e-12,4.3478250622e-09,1.6786374498e-07,1.99681962085e-14,4.3724843649e-10,2.43590591427e-06,1.58161325755e-16,1.67933159762e-14
310376176.062,2.02859943751e-20,2.58214872388e-06,2.27481535091e-09,0.679389641829,1.0547134874e-21,0.320605314946,5.80519064194e-12,3.81943451345e-09,1.89408454268e-07,2.81401738988e-14,1.46195596367e-10,2.26542179546e-06,1.33405025131e-15,4.78102948615e-14
310376432.062,6.21492232002e-20,5.86558312882e-06,1.62858440641e-09,0.798397135995,3.61639074051e-21,0.20159442918,9.16980684073e-12,3.46141156226e-08,1.96950162881e-07,4.88613554133e-14,6.00251781445e-10,2.33543944867e-06,8.81935560639e-16,4.24739658615e-14
310376688.062,5.58084055024e-19,5.32105960099e-05,5.22199186134e-10,0.87431517352,3.24344847043e-20,0.125629171004,1.61693107437e-11,1.15049405521e-07,2.46692556867e-07,7.57513367378e-14,2.56186839294e-10,2.08234300111e-06,2.59521505682e-14,3.00126792367e-13
310376944.062,9.44496003143e-19,6.29973152328e-05,1.87596740903e-09,0.796163300446,9.84930677846e-20,0.203769477981,1.30955094049e-11,1.20235811344e-07,2.66803113506e-07,1.78224030744e-13,3.22947633481e-10,3.83500632021e-06,2.79564107986e-14,4.36092730983e-13
410177088.07,0.00182990322794,1.13073098481e-07,0.956391831535,2.99180652319e-11,3.24711747001e-08,3.04914934293e-05,1.61984603376e-12,6.17067552822e-10,3.98729160456e-09,0.0417408620149,9.38432107891e-07,9.47167141204e-08,4.16446683739e-19,5.72840024704e-06
410177344.068,0.000897272031055,6.85793367564e-08,0.95763281618,1.4459883804e-11,1.73659680201e-08,2.13506136066e-05,9.53189837091e-13,5.19755674216e-10,3.08796397023e-09,0.0414434309611,8.64031257716e-07,5.33288263569e-08,1.74919631474e-19,4.12328558999e-06
410177600.066,0.000433400390558,3.61694287258e-08,0.971042943685,9.8255058802e-12,9.24319824234e-09,1.64797468751e-05,4.54306859715e-13,5.02566145194e-10,2.61157390257e-09,0.028504344086,1.05787427416e-06,4.47611071072e-08,4.67589947024e-20,1.68091864479e-06
238055983.07,3.13621998588e-05,0.147780718447,0.430752588027,0.0344141187927,1.12321017667e-06,0.187060097495,1.90020329409e-06,0.00155357144049,4.24362297663e-06,0.029437075181,0.0917590241049,0.00175401072133,3.62528383842e-11,0.0754501665187
238056239.069,1.30033211841e-07,0.652471254853,4.20436434193e-06,8.29528527532e-13,4.37847845557e-09,0.000311753057483,8.85121864851e-10,3.84638861412e-10,4.93711643107e-10,0.0338558908748,1.21800289989e-17,1.27423638094e-12,4.77407917394e-05,0.313309019881
238056495.068,2.11276138817e-10,0.693072861507,2.84208283208e-08,1.82919545469e-11,4.7010304792e-12,4.44967151131e-05,2.43996058536e-09,8.35231534208e-09,1.82392888678e-09,0.0016888803124,3.65333913361e-16,1.6166696131e-13,2.91202965204e-05,0.305164599897
238056751.067,8.07581902208e-11,0.552105302402,3.74643890328e-08,3.7014655974e-11,9.16099752333e-13,8.92765854655e-05,4.42096319038e-09,6.53829784345e-09,3.8743718668e-09,0.00166676962278,5.64064168821e-16,1.64577469482e-13,2.42502270338e-05,0.446114348746
169665552.062,2.0800703681e-10,0.999900875015,1.29682541833e-13,6.88378974807e-12,7.56584994396e-12,5.54002974095e-07,2.37229129087e-10,6.72656229381e-08,2.82280401156e-10,2.05925546897e-06,2.57747804235e-19,1.12232941178e-14,9.35549230352e-05,2.88879531228e-06
169665808.062,1.57281032091e-07,0.999823586982,4.95763035526e-12,1.47448087104e-12,7.48816464793e-11,1.04229243589e-05,3.10644305751e-06,1.28020205952e-05,3.65467799662e-06,2.66484990528e-05,4.23775259994e-14,3.46725566881e-13,0.000103282700137,1.63383903124e-05
169666064.062,0.000417720542223,0.955925576853,1.26002149504e-09,4.62670137192e-08,5.4109401427e-06,1.48566562536e-06,5.65964086339e-06,0.0105981840385,7.50921629015e-07,0.0328585436197,1.19901885839e-07,1.00579962064e-09,4.127595067e-07,0.0001860865842
169666320.062,0.0498702945547,0.391839080072,9.85331431392e-08,9.95215452487e-14,0.0002848809306,1.20457404565e-06,4.65415056532e-10,8.32015604433e-08,2.92336975892e-09,0.556307376334,1.36838551405e-15,7.78941204328e-12,5.11050708104e-06,0.00169186789589
169666576.062,0.341848785234,0.409110304103,1.12063903309e-08,1.6530130428e-16,0.000848512329895,2.53347198269e-07,2.01837685259e-11,2.88598864155e-11,2.28180889745e-11,0.240098003229,3.04683364894e-21,8.61247525588e-14,0.00074250871341,0.00735162176513
169666832.062,1.29363092159e-05,0.984611018965,7.26739458812e-11,2.86841089411e-09,7.01795469573e-07,4.46143870178e-07,5.23750782028e-06,0.0138169077317,7.02916033815e-07,0.00151096338615,3.13114472066e-08,1.33808721129e-10,1.44612492906e-06,3.96047337741e-05
169667088.062,4.63157813138e-07,0.789020809418,1.02557872044e-08,9.29050480813e-08,7.38201933847e-10,0.000884594206585,0.0109117454562,0.165516866329,0.0245214263186,0.00888274269956,8.02862584193e-05,3.77584703123e-09,1.93284905071e-06,0.000179025632293
169667344.062,2.14791446718e-07,0.716148989048,6.84022596578e-08,1.31586286925e-07,1.96814022583e-10,0.00940097646041,0.0287621956664,0.0640317840483,0.168730660587,0.0126303180973,7.19361560011e-05,1.03099488182e-08,3.25239199182e-06,0.000219462258583
169667600.062,3.05995850475e-06,0.607943350524,2.28942632574e-09,4.2733763698e-08,1.19252747102e-09,0.000286602533047,0.0818472348082,0.254060124519,0.0430182846417,0.0123145379593,0.000243778330391,1.60590411621e-09,3.42854101049e-06,0.000279550362619
338406496.062,2.50480576662e-08,0.77922758767,4.89230324292e-09,4.13159493297e-12,1.22391510341e-09,1.74548244355e-05,1.90904213136e-09,2.42611773568e-10,1.29490257267e-09,0.00146954650348,3.46597799821e-18,4.1189243236e-13,0.0088921095878,0.210393266799
338406752.062,8.79031046519e-09,0.678424811985,3.53231961416e-09,8.55330551781e-12,3.34092833556e-10,1.32794043125e-05,4.51056381706e-09,8.48736534479e-10,2.83541217026e-09,0.00177659485962,3.10104887327e-17,3.24544266156e-13,0.00441227220849,0.315373020682
338407008.062,6.95615444512e-09,0.698102510129,7.97879466193e-09,2.86599696506e-12,3.67972982989e-10,2.32817124553e-05,1.53774921503e-09,1.89914300319e-10,1.07001227326e-09,0.00328252506907,1.88321274337e-18,1.80207344533e-13,0.00553492239027,0.293056742595
338407264.062,2.78614707714e-09,0.827857740562,1.97105535832e-09,1.88399137321e-12,8.44958231995e-11,1.5721702452e-05,1.93794522081e-09,5.25493327271e-10,3.48528963541e-09,0.00403281042064,1.84327663609e-18,6.22148998851e-14,0.00615355686713,0.161940159656
338407520.062,1.78793196772e-09,0.865062851895,9.06018816485e-10,4.32512295701e-12,5.38588255782e-11,1.60372647389e-05,1.23625773201e-08,2.8086102221e-09,2.25272170071e-08,0.00272136896947,3.06342685517e-17,1.09090919675e-13,0.00951615499496,0.122683546426
338407776.062,2.76635828211e-09,0.743675708448,1.12734688421e-09,2.66497012265e-12,7.99529156081e-11,1.27237871433e-05,1.82188790836e-08,1.94593036707e-09,1.72378861588e-08,0.00233324478287,4.34275955134e-17,1.03875599334e-13,0.011877036388,0.242101245215
338408032.062,1.30281813921e-09,0.666743734536,2.31397657875e-10,9.32425358857e-12,6.06659276826e-11,3.12628480122e-06,2.20115641405e-08,4.30895342591e-09,7.8461308252e-09,0.0010185802479,1.86190639941e-16,8.14919442847e-14,0.0109614767596,0.321273046401
338408288.062,1.38739303102e-09,0.695421465358,1.5953182285e-10,3.99871086359e-11,1.2945727695e-10,2.07217204085e-06,2.31687853871e-08,7.00054249848e-09,4.1490268578e-09,0.000454986862166,6.27191452227e-16,1.96275208244e-13,0.0103197984268,0.293801641146
338408544.062,9.41901927985e-09,0.394095031706,1.65175941444e-09,4.4741460585e-12,2.81522867128e-10,7.73817680549e-06,9.78548690402e-08,2.59670102276e-09,2.34761105182e-08,0.000913490460526,1.42549909279e-15,3.78630111436e-13,0.0112571237887,0.593726480583
215723968.062,0.794370049552,0.000158865637678,0.12478978582,3.0682741642e-07,0.000274151221045,0.000204109004951,1.23354239755e-09,1.62058947387e-07,4.65801360253e-08,0.0791310534701,3.86068291599e-05,3.80202842535e-05,1.12193000689e-13,0.000994841479931
462993024.07,0.00110265212092,2.08738670208e-07,0.776303739626,5.1774194625e-13,1.4560609141e-08,9.59155601537e-06,4.73730810565e-13,3.47678228133e-10,2.91043561425e-09,0.222526362767,5.63255674044e-08,3.67887197222e-09,1.41785045813e-18,5.7367367556e-05
462993280.072,0.00102646852495,1.80074211693e-07,0.866137994045,6.96659074903e-13,1.21238191867e-08,9.20063702785e-06,3.04713141163e-13,3.85489113953e-10,2.04005436931e-09,0.132785018338,7.50099112705e-08,4.65889295819e-09,5.95213842793e-19,4.10441618326e-05
462993536.074,0.00133237383107,2.46700584873e-07,0.83419840555,7.72995270173e-13,1.53749560311e-08,9.06013284697e-06,4.08757815855e-13,3.91172996418e-10,2.07221708805e-09,0.164379284063,7.12099206796e-08,4.42168744848e-09,1.17332228907e-18,8.05362503779e-05
242778384.063,6.43438264944e-13,0.989312760581,1.81547234877e-12,1.28746797985e-14,2.66442167964e-15,5.55211088196e-07,1.33632450849e-10,9.20101947516e-10,4.60932118567e-11,1.26632955322e-05,3.66904626554e-21,1.28658926159e-17,0.000127427618269,0.010546592192
339659360.062,0.000127488227415,0.433352146892,2.73084533412e-08,3.67601680144e-11,3.97137207355e-06,0.000697804295651,0.00377307959407,1.60619053956e-06,0.00588524155645,0.039146997177,3.31576432154e-10,2.65872241479e-09,0.512591473166,0.00442016119326
339659616.062,0.000163722677371,0.244155890739,2.17831386926e-08,5.95851250779e-12,3.63128022156e-06,0.000577639400107,0.00583724673905,7.86087185028e-07,0.0106267227095,0.0326054795848,2.1391667726e-10,1.49484628162e-09,0.703033369769,0.00299548751621
339659872.062,0.000103149020088,0.243484914693,1.49709163411e-08,8.06253675409e-12,3.09071534607e-06,0.000515771796152,0.00748253509182,1.30681763874e-06,0.0136005401715,0.0279242766388,3.7804316083e-10,1.58863634553e-09,0.70476184313,0.0021225549803
339660128.062,0.000439061334071,0.341074181416,8.62429786058e-08,8.28736743644e-11,1.10345885292e-05,0.00169140950781,0.0182287517735,3.43328290167e-06,0.0411190437172,0.0430280815169,6.31098387266e-09,1.7398544452e-08,0.550052682648,0.00435221017983
339660384.062,0.00025797787528,0.456069700624,3.31167628055e-08,1.70420033983e-10,7.83806241706e-06,0.00132750372101,0.00501303307766,2.87730428844e-06,0.0157790077182,0.0238663361195,1.14079405698e-09,1.38122880962e-08,0.495852172222,0.0018235050361
339660640.062,0.000446231831154,0.45241433261,9.84162037925e-08,1.19452888986e-10,5.63659917717e-06,0.00360787197418,0.0230134316006,6.65223775465e-06,0.10973507665,0.0416525337848,7.70516257949e-09,2.37061007773e-08,0.366787176312,0.00233092645282
339660896.062,0.000368848404141,0.568734468976,5.20891926207e-08,4.24849755436e-10,7.59354426187e-06,0.00201709476065,0.00889238854465,5.54649717806e-06,0.0252575535199,0.0267802125733,3.92881892261e-09,2.56694348785e-08,0.365306950175,0.00262926089312
339661152.062,0.000231553134944,0.558525230709,3.47914454008e-08,5.01159463227e-10,6.21973449313e-06,0.00142467197078,0.0104476770366,7.01196262112e-06,0.0204981046497,0.0218849694857,5.73161521772e-09,2.09711566487e-08,0.384009286406,0.00296521291419
339661408.062,0.000223495292822,0.519161757143,4.06780098268e-08,5.9983742998e-10,7.93103005684e-06,0.000996673813569,0.0168480792832,8.45603231498e-06,0.0157799972564,0.0308364949439,1.51075276611e-08,1.9476372722e-08,0.409288440393,0.00684859895006
340823040.062,4.78755457663e-10,0.873868917271,2.77295674333e-07,1.2443886984e-08,3.17398972608e-12,0.00359063104206,6.3212244815e-07,3.06500726507e-07,2.53864719558e-06,0.00550122371559,1.37252632209e-12,4.55967047962e-11,4.99122720922e-05,0.116985548161
104601532.07,6.66702715838e-05,5.12061105839e-10,0.999300141615,6.92855953174e-09,4.85039824258e-06,9.68065512655e-06,1.74957787902e-12,1.43323513973e-11,2.39578715654e-10,0.000365067644576,0.000183891897415,6.96737398894e-05,2.66808859431e-19,1.60816356968e-08
376578848.062,3.4694184854e-10,0.960298478021,1.52423446758e-11,1.52313464587e-09,9.35603728626e-14,0.00201172754453,0.0018596383315,0.000234357104335,0.0347461912775,4.95906658082e-05,8.46801799821e-11,1.40889053391e-11,0.00078690696456,1.31081064272e-05
376579104.062,1.94787121443e-07,0.980765826665,1.93225206942e-11,2.33120997074e-09,5.9849791093e-11,0.000146955479462,0.00364509545993,0.0078148760618,0.00740407802306,0.000139001763546,1.96236237994e-08,7.69762115752e-11,6.96584829774e-05,1.42911662854e-05
376579360.062,1.73746624749e-06,0.999756601301,8.36450829106e-14,4.28068855331e-11,9.52278216527e-08,3.87637541101e-08,4.32269790935e-07,8.00354773665e-05,1.7364784842e-08,2.51589514008e-05,2.69688973851e-13,1.07677393801e-12,0.000133333243295,2.54989062208e-06
376579616.062,1.53887071141e-05,0.991616248929,2.09129665332e-14,2.16144055761e-15,3.16658628315e-06,2.88163476437e-09,7.80398562277e-12,7.41978177093e-10,9.71346035334e-13,1.61215752556e-05,6.84463364983e-23,2.18529480211e-15,0.00834701570274,2.05486735521e-06
376579872.062,0.0124862099952,0.986423308488,9.13806467012e-10,2.30945842242e-06,0.00089845270036,5.82320370243e-06,1.55876205518e-07,7.69168495169e-06,9.02383008866e-09,6.81759807373e-05,7.55849959521e-11,1.51588276113e-07,5.29865450663e-05,5.4724465744e-05
376580128.062,0.000210253430693,0.935628285739,5.75457950263e-10,4.05359679025e-10,5.98767918205e-06,7.05279081664e-05,0.00182542145398,2.84293332474e-05,0.000372094658299,0.000881266880264,1.14630301479e-09,3.02224956785e-09,0.0606228263791,0.000354901388735
376580384.062,6.88310263519e-07,0.804678765293,4.04896889193e-10,2.45499593095e-12,2.37758412642e-08,0.000179209773105,0.00117042172315,1.83245739003e-06,0.000261085615086,0.00449796430528,1.2395193325e-12,1.47090942121e-11,0.188798977916,0.000411030407564
376580640.062,4.04708319108e-06,0.959565873606,4.69658325485e-10,2.70505755542e-11,1.46670796119e-08,0.000159511425456,0.0130545452603,0.000109538353148,0.00216308614927,0.0133664169802,5.98538775332e-10,3.77389192809e-11,0.0109576993742,0.000619265968427
310058432.062,2.03527772751e-17,9.1710258122e-06,7.25560155327e-09,0.992501301604,5.7235198723e-17,0.00747187721612,2.01685728754e-11,1.48961566473e-08,2.89494786658e-09,2.32995452129e-13,1.35581937064e-08,1.76115197754e-05,3.88976699223e-14,9.37825631771e-12
415273792.07,0.00109343046626,1.17230320025e-08,0.926967704011,9.01960952926e-13,5.27979851091e-08,7.54119267338e-06,4.41983393338e-13,6.73208314948e-11,3.1755337145e-09,0.0719296071905,2.84336149375e-07,2.80918747859e-08,2.14322874847e-19,1.33694658171e-06
415274048.068,0.00726048750097,6.44107234491e-08,0.866136539715,6.87108447744e-12,2.16722487479e-07,1.76278411012e-05,3.62449980782e-12,1.76755833248e-10,8.4746960905e-09,0.126574985474,6.4844842127e-07,8.91665282528e-08,3.47769397041e-18,9.33205831999e-06
